property_type,sector_info,society,price,price_per_sqft,area,areaWithType,carpet_area,built_up_area,super_built_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,store room,pooja room,others,servant room,furnishing_type,luxury_score
flat,sector 103,ansal housing highland park,1.25,6443.0,1940.09,Super Built up area 1940(180.23 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),1056.0,,1940.0,3.0,3.0,3+ ,2.0,North-East,New Property,0,0,1,0,0,1,105
ind. house,sector 73,dlf alameda,17.0,35109.0,4842.0,Plot area 4842(449.84 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),,4842.0,,5.0,8.0,3 ,3.0,North-West,Relatively New,1,1,1,0,1,0,87
flat,sector 37c,imperia the esfera,0.99,5454.0,1815.18,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),1510.0,,1815.0,3.0,4.0,3 ,9.0,North-East,Relatively New,0,0,0,0,1,1,49
flat,sector 82,vatika the seven lamps,1.0,6969.0,1434.93,Super Built up area 1435(133.32 sq.m.),,,1435.0,2.0,2.0,2 ,14.0,,Relatively New,1,0,0,1,0,1,69
flat,sector 35,ashiana mulberry,1.05,5412.0,1940.13,Super Built up area 1940(180.23 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),835.0,1176.0,1940.0,2.0,2.0,3 ,1.0,North,New Property,1,0,0,0,0,1,49
flat,sector 72,tata primanti,3.5,11428.0,3062.65,Built Up area: 2625 (243.87 sq.m.),,2625.0,,4.0,5.0,3+ ,10.0,West,Relatively New,0,0,0,1,1,1,38
flat,sector 27,dlf royalton tower,6.5,20687.0,3142.07,Super Built up area 2997(278.43 sq.m.),,,2997.0,4.0,4.0,3+ ,9.0,,Moderately old,0,0,0,0,1,1,7
flat,sector 95,rof ananda,0.38,58.0,64655.17,Carpet area: 64529 (5994.94 sq.m.),64529.0,,,2.0,2.0,2 ,10.0,East,New Property,1,0,0,0,0,1,15
flat,sector 22,ambience creacions,2.55,13709.0,1860.09,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,1600.0,1860.0,3.0,3.0,3 ,8.0,North-East,Relatively New,0,0,0,1,0,0,125
flat,sector 79,godrej,1.34,8524.0,1572.03,Super Built up area 1572(146.04 sq.m.),,,1572.0,3.0,3.0,3 ,7.0,East,Relatively New,0,0,0,0,0,1,158
flat,sector 65,m3m heights,2.65,18492.0,1433.05,Super Built up area 1433(133.13 sq.m.),,,1433.0,2.0,2.0,3 ,4.0,North-East,New Property,1,0,0,0,0,1,38
flat,sector 33,godrej nature plus,1.1,7971.0,1380.0,Carpet area: 1380 (128.21 sq.m.),1380.0,,,2.0,2.0,2 ,14.0,North,undefined,0,0,0,0,0,1,56
flat,sector 92,sare crescent parc,0.5,5000.0,1000.0,Super Built up area 1000(92.9 sq.m.),,,1000.0,2.0,2.0,3 ,2.0,,Moderately old,0,0,0,0,0,1,38
flat,sector 82,vatika the seven lamps,0.8,6192.0,1300.06,Super Built up area 1300(120.77 sq.m.),,,1300.0,2.0,2.0,2 ,15.0,West,Relatively New,0,0,0,0,0,2,117
flat,sector 2,paras quartier,5.9,11028.0,5350.02,Super Built up area 5350(497.03 sq.m.),,,5350.0,4.0,4.0,3+ ,19.0,East,New Property,1,1,1,0,1,2,160
flat,sector 89,m3m soulitude,1.25,8784.0,1423.04,Built Up area: 1423 (132.2 sq.m.)Carpet area: 1190 sq.ft. (110.55 sq.m.),1190.0,1423.0,,3.0,3.0,0 ,4.0,,undefined,0,0,0,0,0,1,61
flat,sector 68,pareena mi casa,1.85,9310.0,1987.11,Super Built up area 1987(184.6 sq.m.),,,1987.0,3.0,3.0,3+ ,13.0,,Under construction,0,0,0,0,0,1,47
flat,sector 105,uphaar homes,0.45,4736.0,950.17,Carpet area: 950 (88.26 sq.m.),950.0,,,3.0,2.0,1 ,1.0,,Relatively New,0,0,0,0,0,2,44
flat,sector 89,ats marigold,1.5,8571.0,1750.09,Carpet area: 1750 (162.58 sq.m.),1750.0,,,3.0,3.0,3 ,2.0,,New Property,0,0,0,1,0,1,49
flat,sector 95,ramsons kshitij,0.3,3158.0,949.97,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),552.0,950.0,,2.0,2.0,1 ,11.0,,undefined,0,0,0,0,0,1,0
flat,sector 83,vatika gurgaon,1.15,5808.0,1980.03,Super Built up area 1980(183.95 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1308 sq.ft. (121.52 sq.m.),1308.0,1350.0,1980.0,3.0,3.0,2 ,3.0,South,Relatively New,1,1,1,0,1,2,165
ind. house,sector 7,,3.0,11494.0,2610.0,Built Up area: 2610 (242.48 sq.m.),,2610.0,,7.0,7.0,0,3.0,,undefined,0,0,0,0,0,1,0
flat,sector 50,unitech fresco,1.82,9912.0,1836.16,Super Built up area 1836(170.57 sq.m.)Built Up area: 1830 sq.ft. (170.01 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1500.0,1830.0,1836.0,3.0,3.0,3+ ,14.0,East,Moderately old,0,0,0,1,0,2,174
flat,sector 36a,avl 36 gurgaon,0.5,8333.0,600.02,Built Up area: 600 (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),500.0,600.0,,1.0,1.0,1 ,5.0,,undefined,0,0,0,0,0,1,0
flat,sector 95,ramsons kshitij,0.28,3650.0,767.12,Super Built up area 767(71.26 sq.m.),,,767.0,2.0,2.0,2 ,5.0,North-West,New Property,0,0,0,1,0,1,0
flat,sector 78,umang monsoon breeze,0.62,5004.0,1239.01,Super Built up area 1239(115.11 sq.m.)Built Up area: 1115 sq.ft. (103.59 sq.m.)Carpet area: 947 sq.ft. (87.98 sq.m.),947.0,1115.0,1239.0,2.0,2.0,1 ,7.0,South,Moderately old,0,1,0,0,0,1,111
ind. house,sector 41,unitech palms south city 1,9.25,28549.0,3240.0,Plot area 3240(301.01 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),4500.0,3240.0,,9.0,9.0,3+ ,4.0,North,Moderately old,1,1,1,0,1,2,65
flat,sector 84,antriksh heights,0.6,5000.0,1200.0,Super Built up area 1200(111.48 sq.m.),,,1200.0,2.0,2.0,2 ,14.0,North,Relatively New,0,0,0,0,0,1,52
flat,sector 95a,signature the roselia,0.42,6194.0,670.0,Built Up area: 670 (62.25 sq.m.)Carpet area: 569.25 sq.ft. (52.89 sq.m.),569.0,670.0,,2.0,2.0,2 ,12.0,North,New Property,1,0,0,0,0,2,90
flat,sector 35,signature global park,0.54,6388.0,845.34,Super Built up area 845.3(78.53 sq.m.)Carpet area: 528.3 sq.ft. (49.08 sq.m.),528.0,,,2.0,2.0,3 ,4.0,East,New Property,0,0,0,0,0,1,44
ind. house,sector 26,,5.8,32222.0,1800.0,Plot area 200(167.23 sq.m.),,1800.0,,4.0,3.0,2 ,2.0,East,Relatively New,0,1,0,0,0,1,21
ind. house,sector 50,unitech espace,7.45,34491.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 4500 sq.yards (3762.57 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),36000.0,2160.0,,4.0,4.0,3 ,3.0,,old Property,0,0,0,0,1,2,59
ind. house,sector 69,tulip yellow,2.95,16389.0,1800.0,Plot area 200(167.23 sq.m.),,1800.0,,4.0,3.0,2 ,3.0,North,New Property,0,0,1,1,0,0,111
flat,sector 83,emaar palm gardens,1.73,9105.0,1900.05,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),1240.0,1600.0,1900.0,3.0,3.0,3 ,5.0,West,Relatively New,0,0,0,0,1,2,174
flat,sector 84,antriksh heights,0.88,4370.0,2025.17,Super Built up area 2025(188.13 sq.m.),,,2025.0,3.0,3.0,3 ,8.0,North,Relatively New,0,0,1,0,0,1,67
flat,sector 79,godrej,1.35,8970.0,1505.02,Super Built up area 1505(139.82 sq.m.),,,1505.0,3.0,3.0,2 ,7.0,South-West,Relatively New,0,0,0,0,0,1,118
flat,sector 65,m3m skycity,3.0,16411.0,1828.04,Super Built up area 1828(169.83 sq.m.),,,1828.0,3.0,3.0,3 ,17.0,East,Under construction,0,0,0,0,0,1,99
flat,sector 109,ats tourmaline,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.),,,1750.0,3.0,3.0,3+ ,12.0,North-West,Relatively New,0,0,0,1,0,1,65
flat,sector 68,supertech hues,0.9,7627.0,1180.02,Carpet area: 1180 (109.63 sq.m.),1180.0,,,2.0,2.0,2 ,1.0,East,New Property,0,0,0,0,0,1,44
flat,sector 103,ansal housing highland park,0.8,5878.0,1361.01,Built Up area: 1361 (126.44 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),1300.0,1361.0,,2.0,2.0,2 ,9.0,South-East,undefined,0,0,0,0,0,1,0
flat,sector 95,signature global superbia,0.4,6728.0,594.53,Carpet area: 594.52 (55.23 sq.m.),594.0,,,2.0,2.0,3 ,2.0,,Under construction,0,0,0,0,0,1,0
flat,sector 102,adani m2k oyster grande,2.6,10007.0,2598.18,Super Built up area 2598(241.36 sq.m.),,,2598.0,3.0,3.0,3 ,2.0,North-East,Relatively New,1,1,0,0,1,1,118
ind. house,sector 55,private house,7.05,46906.0,1503.0,Plot area 167(139.63 sq.m.),,1503.0,,18.0,18.0,3+ ,4.0,North-East,Relatively New,0,0,0,1,0,0,57
flat,sector 71,chd avenue,1.35,5744.0,2350.28,Super Built up area 2350(218.32 sq.m.),,,2350.0,4.0,4.0,3 ,8.0,North-West,Moderately old,0,0,0,0,1,1,26
ind. house,sector 23,,2.8,161849.0,173.0,Plot area 173(16.07 sq.m.)Built Up area: 160 sq.ft. (14.86 sq.m.)Carpet area: 150 sq.ft. (13.94 sq.m.),150.0,173.0,,5.0,5.0,3+ ,2.0,North-East,old Property,0,0,1,0,0,2,74
flat,sector 92,sare green parc,0.85,6741.0,1260.94,Built Up area: 1261 (117.15 sq.m.),,1261.0,,3.0,2.0,2 ,14.0,,undefined,0,0,0,0,0,1,0
flat,sector 65,m3m heights,2.15,15003.0,1433.05,Built Up area: 1433 (133.13 sq.m.),,1433.0,,2.0,2.0,3+ ,28.0,East,undefined,0,0,0,0,0,1,48
flat,sector 68,m3m sierra 68,1.05,8536.0,1230.08,Super Built up area 1230(114.27 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1000.0,1200.0,1230.0,2.0,2.0,2 ,11.0,North-East,New Property,0,0,0,0,0,2,127
ind. house,sector 6,"bhim nagar, sector 6",0.85,126865.0,67.0,Plot area 67(6.22 sq.m.),,67.0,,5.0,2.0,2 ,1.0,,old Property,0,0,1,0,0,1,29
flat,sector 92,dlf garden city floors,1.7,8588.0,1979.51,Super Built up area 1630(151.43 sq.m.),,,1630.0,3.0,4.0,2 ,1.0,,Under construction,0,0,0,0,0,1,63
ind. house,sector 109,international city by sobha phase 1,6.0,9634.0,6228.0,Plot area 692(578.6 sq.m.),,6228.0,,5.0,5.0,3+ ,2.0,South-West,Relatively New,1,1,1,0,1,1,160
ind. house,sector 66,emaar mgf marbella,12.0,38095.0,3150.0,Plot area 350(292.64 sq.m.),,3150.0,,5.0,6.0,3+ ,3.0,North-East,Relatively New,0,1,0,0,1,2,153
ind. house,sector 3a,,0.38,8444.0,450.0,Plot area 50(41.81 sq.m.),,450.0,,1.0,1.0,1 ,1.0,North-West,Moderately old,0,0,0,0,0,1,0
flat,sector 35,breez global hill view,0.32,5776.0,554.02,Carpet area: 554 (51.47 sq.m.),554.0,,,2.0,2.0,2 ,19.0,North,Relatively New,0,0,0,0,0,2,21
flat,sector 86,dlf new town heights,1.4,5942.0,2356.11,Super Built up area 2356(218.88 sq.m.),,,2356.0,4.0,4.0,3+ ,20.0,South-East,Relatively New,0,0,1,0,1,1,65
flat,sector 102,shapoorji pallonji joyville gurugram,1.75,15514.0,1128.01,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),1128.0,,1852.0,3.0,3.0,3+ ,1.0,East,Relatively New,0,0,0,0,0,1,49
ind. house,sector 67,ireo victory valley,8.0,22222.0,3600.0,Plot area 400(334.45 sq.m.),,3600.0,,6.0,7.0,3+ ,3.0,North-East,Moderately old,1,1,1,0,1,2,151
flat,sector 2,bestech park view residency,0.55,8461.0,650.04,Super Built up area 650(60.39 sq.m.),,,650.0,1.0,1.0,2 ,7.0,North,Moderately old,0,0,0,0,0,1,31
flat,sector 27,dlf regency park,2.35,13224.0,1777.07,Super Built up area 1777(165.09 sq.m.),,,1777.0,3.0,3.0,2 ,18.0,North-East,old Property,0,0,0,0,1,1,120
flat,sector 92,sare crescent parc,0.5,5000.0,1000.0,Super Built up area 1000(92.9 sq.m.),,,1000.0,2.0,2.0,2 ,2.0,,Relatively New,0,0,0,1,0,1,72
flat,sector 83,vatika gurgaon,1.08,6224.0,1735.22,Super Built up area 1735(161.19 sq.m.),,,1735.0,3.0,3.0,2 ,11.0,North-East,Relatively New,0,0,0,1,0,1,19
flat,sector 36a,krisumi waterfall residences,2.3,15551.0,1479.0,Built Up area: 1479 (137.4 sq.m.),,1479.0,,2.0,2.0,2 ,23.0,,undefined,0,0,0,0,0,1,58
ind. house,sector 15,sector 15 part 2 rwa,10.0,22222.0,4500.0,Plot area 502(419.74 sq.m.),,4518.0,,5.0,5.0,2 ,2.0,East,old Property,0,0,0,0,0,1,49
flat,sector 102,emaar gurgaon greens,1.3,7878.0,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1023.0,,1650.0,3.0,3.0,3 ,4.0,East,Relatively New,0,0,0,0,1,2,125
ind. house,sector 92,,1.8,7627.0,2360.0,Built Up area: 2360 (219.25 sq.m.),,2360.0,,4.0,5.0,0,13.0,,undefined,0,0,0,0,0,1,0
flat,sector 102,emaar gurgaon greens,1.45,8787.0,1650.17,Super Built up area 1650(153.29 sq.m.),,,1650.0,3.0,3.0,3 ,7.0,North-East,Relatively New,0,0,0,0,1,1,159
flat,sector 102,shapoorji pallonji joyville gurugram,1.8,10638.0,1692.05,Super Built up area 1692(157.19 sq.m.),,,1692.0,3.0,3.0,3 ,1.0,East,Relatively New,0,0,0,0,0,1,141
flat,sector 92,gls avenue 51,0.45,6000.0,750.0,Carpet area: 750 (69.68 sq.m.),750.0,,,3.0,3.0,1 ,10.0,North-East,Relatively New,0,0,0,0,0,1,0
flat,sector 113,la vida by tata housing,2.78,10334.0,2690.15,Super Built up area 2690(249.91 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2170 sq.ft. (201.6 sq.m.),2170.0,2350.0,2690.0,3.0,4.0,3+ ,5.0,North-East,Relatively New,0,0,0,0,1,1,174
ind. house,sector 37d,,1.16,7539.0,1539.0,Built Up area: 1535 (142.61 sq.m.),,1535.0,,1.0,1.0,0,1.0,,undefined,0,0,0,0,0,1,0
flat,sector 33,godrej nature plus,1.27,9182.0,1383.14,Super Built up area 1383(128.48 sq.m.),,,1383.0,2.0,2.0,3+ ,9.0,West,Under construction,0,0,0,0,0,1,38
ind. house,sector 48,,0.5,5555.0,900.0,Plot area 900(83.61 sq.m.),,900.0,,2.0,1.0,2 ,1.0,,Moderately old,0,0,0,0,0,1,0
flat,sector 35,eldeco accolade,1.14,6530.0,1745.79,Super Built up area 1751(162.67 sq.m.)Carpet area: 1062 sq.ft. (98.66 sq.m.),1062.0,,1751.0,3.0,3.0,3+ ,4.0,East,Relatively New,0,0,0,0,0,1,157
flat,sector 56,cghs vidya enclave,1.7,10967.0,1550.1,Super Built up area 1600(148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),1550.0,,1600.0,3.0,2.0,3 ,6.0,,old Property,0,1,0,0,0,1,101
ind. house,sector 2,,6.0,20000.0,3000.0,Built Up area: 333 (278.43 sq.m.),,2997.0,,4.0,4.0,1 ,2.0,,Relatively New,0,0,0,0,0,1,0
ind. house,sector 14,,4.15,18444.0,2250.0,Plot area 250(209.03 sq.m.),,2250.0,,5.0,4.0,2 ,2.0,North-West,old Property,0,0,0,0,0,2,51
ind. house,sector 50,unitech nirvana birch court,11.95,36883.0,3240.0,Plot area 360(301.01 sq.m.),,3240.0,,3.0,3.0,2 ,1.0,West,Moderately old,1,0,0,0,1,1,101
ind. house,sector 26,dlf city phase 1,3.25,33129.0,981.0,Plot area 109(91.14 sq.m.),,981.0,,3.0,3.0,3 ,2.0,West,old Property,1,0,0,0,0,1,79
flat,sector 110,mahindra aura,2.25,9266.0,2428.23,Super Built up area 2428(225.57 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),2050.0,2350.0,2428.0,4.0,4.0,3+ ,2.0,South-West,Relatively New,0,0,0,0,1,1,152
flat,sector 48,parsvnath green ville,1.6,8376.0,1910.22,Super Built up area 1910(177.44 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1600.0,1700.0,1910.0,3.0,3.0,3 ,13.0,North-West,old Property,0,0,0,1,0,2,119
flat,sector 104,puri emerald bay,1.5,9678.0,1549.91,Super Built up area 1550(144 sq.m.),,,1550.0,2.0,2.0,2 ,7.0,,Under construction,0,0,0,1,0,1,43
flat,sector 2,supertech hill town,1.5,8720.0,1720.18,Carpet area: 1720 (159.79 sq.m.),1720.0,,,3.0,3.0,3+ ,3.0,East,Under construction,0,0,0,0,0,1,46
flat,sector 79,mapsko mount ville,1.25,8389.0,1490.05,Super Built up area 1490(138.43 sq.m.)Built Up area: 1058 sq.ft. (98.29 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),864.0,1058.0,1490.0,3.0,3.0,3 ,18.0,South,Relatively New,1,0,0,0,0,2,102
flat,sector 35,breez global hill view,0.32,5470.0,585.01,Built Up area: 1000 (92.9 sq.m.)Carpet area: 585 sq.ft. (54.35 sq.m.),585.0,1000.0,,2.0,2.0,1 ,17.0,,New Property,0,0,0,0,0,1,49
flat,sector 82a,dlf the primus,1.85,10176.0,1818.0,Super Built up area 1818(168.9 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),1538.0,,1818.0,3.0,3.0,3 ,15.0,East,Moderately old,0,0,0,1,0,1,38
flat,sector 107,m3m woodshire,1.32,6330.0,2085.31,Super Built up area 1943(180.51 sq.m.),,,1943.0,3.0,3.0,3 ,10.0,East,Relatively New,0,0,0,0,0,1,117
ind. house,sector 66,emaar mgf marbella,8.7,38667.0,2250.0,Plot area 250(209.03 sq.m.)Built Up area: 267 sq.yards (223.25 sq.m.),,2250.0,,4.0,5.0,2 ,3.0,East,New Property,1,0,0,0,1,1,144
flat,sector 79,godrej,2.01,8495.0,2366.1,Super Built up area 2366(219.81 sq.m.),,,2366.0,3.0,4.0,3+ ,6.0,East,Relatively New,0,0,0,0,1,1,158
ind. house,sector 49,ss aaron ville,6.75,15000.0,4500.0,Built Up area: 4500 (418.06 sq.m.),,4500.0,,5.0,4.0,2 ,2.0,North,New Property,0,0,0,1,0,1,49
flat,sector 1a,deepak minda,1.25,4716.0,2650.55,Carpet area: 2650 (246.19 sq.m.),2650.0,,,3.0,3.0,3+ ,6.0,,Moderately old,0,0,0,0,1,1,44
flat,sector 35,silverglades the melia,0.91,6800.0,1338.24,Super Built up area 1350(125.42 sq.m.),,,1350.0,2.0,2.0,3 ,1.0,,New Property,1,0,0,0,0,1,72
flat,sector 58,nul,0.56,6054.0,925.01,Carpet area: 925 (85.94 sq.m.),925.0,,,2.0,2.0,1 ,11.0,,old Property,0,0,0,0,0,2,0
flat,sector 85,ss the leaf,1.08,6585.0,1640.09,Super Built up area 1640(152.36 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1125 sq.ft. (104.52 sq.m.),1125.0,1200.0,1640.0,2.0,2.0,3 ,8.0,North-East,New Property,1,1,1,0,1,2,157
flat,sector 43,sushant lok 1 builder floors,2.5,12920.0,1934.98,Super Built up area 215(179.77 sq.m.),,,1935.0,3.0,3.0,2 ,2.0,,New Property,0,0,0,0,0,1,0
flat,sector 69,tulip lemon,0.6,10000.0,600.0,Carpet area: 600 (55.74 sq.m.),600.0,,,2.0,1.0,1 ,12.0,,Relatively New,0,0,0,0,0,1,23
ind. house,sector 49,ss aaron ville,6.75,19737.0,3420.0,Plot area 380(317.73 sq.m.),,3420.0,,5.0,4.0,2 ,2.0,North,old Property,1,1,0,0,1,1,78
flat,sector 54,dlf park place,4.86,25920.0,1875.0,Super Built up area 1875(174.19 sq.m.),,,1875.0,3.0,4.0,3+ ,7.0,West,Relatively New,0,0,0,0,1,2,49
flat,sector 48,bestech park view city,2.7,11713.0,2305.13,Super Built up area 2305(214.14 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),1700.0,2000.0,2305.0,3.0,3.0,3+ ,7.0,North-East,Relatively New,1,0,0,0,1,2,174
ind. house,sector 11,,2.1,17284.0,1215.0,Plot area 135(112.88 sq.m.),,1215.0,,6.0,6.0,3+ ,3.0,,Relatively New,0,0,0,0,0,1,14
flat,sector 86,dlf new town heights,1.25,6476.0,1930.2,Super Built up area 1930(179.3 sq.m.),,,1930.0,3.0,4.0,3+ ,2.0,South-West,Relatively New,0,0,1,0,1,1,65
flat,sector 35,signature global park,0.75,6938.0,1081.0,Built Up area: 1081 (100.43 sq.m.),,1081.0,,2.0,2.0,0 ,1.0,,undefined,0,0,0,0,0,1,58
flat,sector 2,suncity vatsal valley,1.53,10699.0,1430.04,Carpet area: 1430 (132.85 sq.m.),1430.0,,,3.0,3.0,3 ,2.0,North-East,New Property,0,0,0,0,0,2,117
flat,sector 82,vatika the seven lamps,1.0,5923.0,1688.33,Super Built up area 1435(133.32 sq.m.),,,1435.0,2.0,2.0,2 ,11.0,South,Relatively New,1,0,0,0,0,2,90
flat,sector 66,emaar mgf the palm drive,1.51,15130.0,998.02,Super Built up area 1200(111.48 sq.m.)Built Up area: 1188 sq.ft. (110.37 sq.m.)Carpet area: 998 sq.ft. (92.72 sq.m.),998.0,1188.0,1200.0,2.0,2.0,2 ,5.0,North,Relatively New,0,0,1,0,0,2,82
flat,sector 92,sare homes,1.19,5219.0,2280.13,Carpet area: 2280 (211.82 sq.m.),2280.0,,,4.0,3.0,3 ,14.0,North,Relatively New,0,0,0,0,1,1,100
flat,sector 95,rof ananda,0.33,60.0,55000.0,Carpet area: 54917 (5101.96 sq.m.),54917.0,,,2.0,2.0,1 ,13.0,South-West,Relatively New,0,0,0,0,0,1,37
flat,sector 95,rof ananda,0.26,6842.0,380.01,Carpet area: 380 (35.3 sq.m.),380.0,,,1.0,1.0,1 ,8.0,North,New Property,0,0,0,0,0,1,49
ind. house,sector 41,,1.65,13750.0,1200.0,Built Up area: 1200 (111.48 sq.m.),,1200.0,,1.0,1.0,0,1.0,,undefined,0,0,0,0,0,1,0
ind. house,sector 9,,3.2,13519.0,2367.0,Plot area 263(219.9 sq.m.),,2367.0,,3.0,3.0,2 ,1.0,East,old Property,0,0,0,0,0,2,36
flat,sector 107,signature global solera,0.35,6398.0,547.05,Carpet area: 547 (50.82 sq.m.),547.0,,,2.0,2.0,2 ,8.0,South,Relatively New,0,0,0,0,0,1,45
ind. house,sector 103,satya the hermitage,3.15,6702.0,4700.0,Built Up area: 4700 (436.64 sq.m.),,4700.0,,4.0,5.0,0,12.0,East,undefined,0,0,0,0,0,1,61
flat,sector 85,orris carnation residency,0.55,5788.0,950.07,Super Built up area 1115(103.59 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),950.0,1050.0,1115.0,2.0,2.0,2 ,5.0,North-East,Relatively New,0,0,0,1,0,1,174
flat,sector 89a,ats marigold,1.6,9142.0,1750.16,Super Built up area 1750(162.58 sq.m.),,,1750.0,3.0,3.0,3 ,4.0,,New Property,0,0,0,0,0,1,33
flat,sector 79,supertech araville,1.45,7455.0,1945.0,Carpet area: 1945 (180.7 sq.m.),1945.0,,,3.0,3.0,3 ,3.0,North,Relatively New,0,0,0,0,0,1,0
flat,sector 104,zara aavaas,0.65,8519.0,763.0,Carpet area: 763 (70.89 sq.m.),763.0,,,3.0,2.0,2 ,7.0,,New Property,0,0,0,0,0,1,65
flat,sector 109,ats kocoon,2.95,10350.0,2850.24,Built Up area: 3150 (292.64 sq.m.)Carpet area: 2850 sq.ft. (264.77 sq.m.),2850.0,3150.0,,4.0,4.0,3+ ,7.0,South-East,Relatively New,0,1,0,0,1,2,158
flat,sector 109,ats tourmaline,1.75,8139.0,2150.14,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),,1797.0,2150.0,3.0,4.0,3+ ,7.0,North-East,Relatively New,0,0,0,0,1,1,165
flat,sector 70,shree vardhman victoria,1.55,7948.0,1950.18,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1161.0,,1950.0,3.0,3.0,3 ,6.0,South-East,Relatively New,1,0,1,1,1,1,49
ind. house,sector 24,,3.5,32407.0,1080.0,Plot area 120(100.34 sq.m.),,1080.0,,5.0,4.0,3 ,3.0,North-West,old Property,0,0,0,0,0,1,15
flat,sector 84,pivotal devaan,0.35,7276.0,481.03,Super Built up area 583(54.16 sq.m.)Carpet area: 481 sq.ft. (44.69 sq.m.),481.0,,583.0,2.0,2.0,1 ,10.0,West,Relatively New,0,1,0,0,0,1,103
ind. house,sector 23,,7.2,13333.0,5400.0,Plot area 520(434.79 sq.m.),,4680.0,,4.0,4.0,3+ ,4.0,,old Property,1,0,0,0,1,0,15
flat,sector 1a,dlf express greens,1.2,6505.0,1844.73,Super Built up area 1845(171.41 sq.m.),,,1845.0,3.0,4.0,2 ,5.0,East,Relatively New,0,0,0,1,1,1,43
flat,sector 84,antriksh heights,0.54,4458.0,1200.09,Super Built up area 1200(111.48 sq.m.),,,1200.0,2.0,2.0,3+ ,17.0,North-West,Relatively New,0,0,0,0,0,1,81
flat,sector 69,tulip violet,2.0,9583.0,2087.03,Super Built up area 2087(193.89 sq.m.),,,2087.0,4.0,4.0,2 ,1.0,South-East,Relatively New,0,0,0,0,0,1,157
flat,sector 112,experion windchants,3.65,12312.0,2964.59,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),,2226.0,2802.0,3.0,4.0,3+ ,14.0,South,Relatively New,0,0,0,0,1,2,150
flat,sector 103,indiabulls centrum park,2.45,8521.0,2875.25,Super Built up area 2875(267.1 sq.m.),,,2875.0,4.0,4.0,3 ,11.0,East,Relatively New,1,1,1,0,1,1,38
flat,sector 1,hsiidc sidco shivalik apartments,0.73,3560.0,2050.56,Super Built up area 2050(190.45 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,,2050.0,3.0,3.0,3+ ,2.0,South,Moderately old,0,0,0,0,1,1,80
ind. house,sector 55,,7.49,27741.0,2700.0,Plot area 300(250.84 sq.m.),,2700.0,,12.0,12.0,3+ ,4.0,South-East,Relatively New,1,0,1,0,1,2,49
flat,sector 95,awho shanti vihar,0.82,9879.0,830.04,Super Built up area 1400(130.06 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),830.0,,1400.0,2.0,2.0,3+ ,13.0,East,New Property,1,0,0,0,0,1,114
